ENSG00000188257.12,ENSG00000158164.7,ENSG00000105894.12,ENSG00000072778.20,ENSG00000162896.6,ENSG00000100650.16,ENSG00000160888.7,ENSG00000164442.10,ENSG00000162772.17,ENSG00000237441.10,ENSG00000167615.17,ENSG00000221978.12,ENSG00000134884.15,ENSG00000088992.18,ENSG00000117616.18,ENSG00000013441.16,ENSG00000102878.17,ENSG00000162231.14,ENSG00000165905.18,ENSG00000198563.14,ENSG00000197976.12,ENSG00000004534.15,ENSG00000121310.17,ENSG00000116001.17,ENSG00000068745.15,ENSG00000166920.13,ENSG00000109046.15,ENSG00000184205.14,ENSG00000124006.15,ENSG00000100842.13,ENSG00000132680.11,ENSG00000132424.16,ENSG00000176444.19,ENSG00000095066.12,ENSG00000163660.12,ENSG00000146067.16,ENSG00000141258.13,ENSG00000007392.17,ENSG00000160781.17,ENSG00000154079.6,ENSG00000163516.14,ENSG00000169592.15,ENSG00000139631.19,ENSG00000107672.15,ENSG00000114270.17,ENSG00000059588.10,ENSG00000003756.17,ENSG00000154914.17,ENSG00000174652.19,ENSG00000100376.12,ENSG00000167766.18,ENSG00000138834.14,ENSG00000152784.16,ENSG00000117360.13,ENSG00000173226.17,ENSG00000155229.21,ENSG00000266714.9,ENSG00000103168.17,ENSG00000011243.18,ENSG00000100836.10,ENSG00000102901.13,ENSG00000111011.18,ENSG00000196123.13,ENSG00000083750.13,ENSG00000162551.14,ENSG00000239779.7,ENSG00000120699.13,ENSG00000005379.17,ENSG00000152078.10,ENSG00000145332.14,ENSG00000139636.15,ENSG00000113742.14,ENSG00000101004.15,ENSG00000163082.10,ENSG00000172613.8,ENSG00000177943.14,ENSG00000187094.12,ENSG00000186288.5,ENSG00000250067.12,ENSG00000149527.18,ENSG00000113240.13,ENSG00000258890.7,ENSG00000129197.14,ENSG00000056736.10,ENSG00000159086.15,ENSG00000182378.14,ENSG00000204305.14,ENSG00000139597.18,ENSG00000125846.15,ENSG00000187266.14,ENSG00000061936.10,ENSG00000204344.14,ENSG00000115459.18,ENSG00000134193.15,ENSG00000168010.11,ENSG00000173933.21,ENSG00000185522.9,ENSG00000102287.19,ENSG00000100445.17,ENSG00000171819.5
0.0655018181304792,0.1481230153793979,0.14390912790322144,0.5403573867579442,0.00024375682018226328,0.7653434656534347,0.1287194924315524,0.11903246653938557,0.1042366036725364,0.3389275664912923,0.3549924800530219,0.3873970318737536,0.5388787782802885,0.1671186266616675,0.2955743089392921,0.4106049175268338,0.23464682209647228,0.6627566735112935,0.19294656405809668,0.29139719844786305,0.639344378942425,0.2864582064867235,0.25172308431509294,0.5338016511534929,0.29675517249368644,0.008133518449715481,0.49475284202095215,0.5725670980064279,0.6260510222655992,0.7205769949383428,0.31935796036862973,0.39931781563881935,0.1640734126018944,0.2681628587436967,0.4710165496303792,0.21452226476417935,0.7890423774818375,0.3658902176172605,0.050632665465818856,0.5419680633274191,0.2646256396643513,0.47284352889919795,0.2745176520877456,0.6313772938092357,0.2217816685751799,0.3093785282066244,0.345032734187926,0.22378249357550023,0.19443267776096823,0.5862184292796022,0.33378916356033317,0.30544709936708264,1.0,0.41186581387463017,0.39475635796391717,0.31107756551512733,0.22499403589688416,0.41732468411708223,0.1891456294041562,0.26030887489001525,0.20079514444339894,0.4199771065844584,0.2183583330943299,0.39521383272806115,0.091364399357758,0.34406557881773403,0.4225464190981432,0.4556606978211287,0.1518532403589013,0.14755501093352208,0.22596310596310593,0.34460933864212223,0.5745253831368398,0.04430908161526666,0.16868420910354073,0.09809622978840449,0.15485718827759676,0.4823921650343821,0.13782196708159897,0.3081047705706486,0.4174882507301597,0.25889189854715583,0.3405040733197555,0.13487474185148607,0.3250274746199798,0.2942047967706611,0.17818730506306985,0.1470012825250527,0.3725230749370684,0.09355776430343693,0.4889630899738291,0.2889975717363795,0.4153324725629438,0.006326770813360329,0.17235033568971866,0.21872641718826294,0.17611686170644034,0.07784334407100164,0.4613594642810973,0.024729889354877164
0.014064081998894806,0.1640912626874927,0.06516584439481193,0.27705906586190593,0.025758862842155544,0.49716361697163625,0.08989495200875255,0.09964430367881755,0.05777124491058289,0.3141746691278988,0.25736944999480366,0.3594345062120583,0.4575263849399205,0.01831285707503892,0.4903741094320549,0.3669147148588868,0.4466187947214023,0.5294532854209446,0.24342115450125423,0.28569364559539867,0.46059264898942287,0.3308676197413547,0.5221802643578697,0.4674083062700345,0.30029714325432677,0.02567081874890006,0.222890442253957,0.19531739396124337,0.2879423394951995,0.25060298264089415,0.32269800373202884,0.25095128723732474,0.19604954400887664,0.3839124518636441,0.25559367633810115,0.32954559444519677,0.4820626248859423,0.3626626111883062,0.09973744175009229,0.3473979275808128,0.5227772124644221,0.6026705448476035,0.26187654225037404,0.4267450234782358,0.05548364957459427,0.27029392736175767,0.42113481425910815,0.062095001634236806,0.4731517902168431,0.09014537198960373,0.4263138998299877,0.21650931238246165,0.011928558689772018,0.35568794359412087,0.2758442123029319,0.3014823683190765,0.298911492709761,0.4800591352165413,0.24200978452021987,0.2446168213200326,0.3081067093253035,0.45319857436457756,0.22032294146327475,0.24383435416553745,0.018193055758283463,0.2744150246305419,0.3660236315408729,0.29781142330276117,0.10232686011346878,0.30477588920697635,0.3331274131274131,0.26421221366151304,0.10594209006156914,0.021622082126426988,0.1849579100459015,0.10165622114383385,0.030581822541901817,0.12863096478433006,0.2866846843292366,0.10009099181073704,0.5079835732605893,0.42801280472789954,0.4583630346232178,0.24632306725329983,0.2453347551222485,0.14267923474974767,0.1862746000055203,0.12340499532639176,0.49057638933712,0.0633579492901502,0.3233462683873296,0.45264885940011623,0.4325693996126533,0.002081796427553918,0.2556953028822358,0.13790118524437342,0.21592659657847083,0.003986240580784325,0.39007678982340926,0.023404170775671803
0.09117180727082569,0.13920270468474122,0.004117963423852431,0.1764185843326025,0.0025738048903628566,0.5562957989915294,0.06570280570902738,0.0605660554215322,0.013630723947705946,0.45859921784439395,0.38117601382023103,0.5886545008501869,0.5571022391822215,0.027212545208109895,0.193378561646235,0.3344518363567779,0.15729249903513207,0.5007058521560575,0.4496415409866526,0.28640687637027457,0.5618851773713254,0.4944106309820862,0.3546323270443186,0.7278297221657186,0.4695963948935381,0.0054443770898922545,0.29401833092137,0.22665408698898254,0.5875964849090437,0.274548187654992,0.5479753539098515,0.3618548101424931,0.352777526830161,0.8236897572949369,0.47144232311888334,0.26486574661134843,0.6360087319095856,0.4003271370583923,0.03694827380440243,0.2951150119158853,0.3807016767685706,0.532360106281794,0.29943847513940974,0.5285282170944603,0.20739135462164812,0.47956970150579087,0.6328973136593811,0.08663554120225853,0.46238023197175987,0.1650988183742939,0.30153433510385536,0.5349822916766107,0.04931560800166453,0.6969937911439028,0.6482693807618048,0.604364397711959,0.4940288802922644,0.2771894192175637,0.2777734708116909,0.2831802993743691,0.19202973557918515,0.5226787897708055,0.2201269586332827,0.3924169331671094,0.01284027879141731,0.5803725369458129,0.4119684912788361,0.786713252778182,0.6949988753092899,0.5131255083823669,0.35810381810381803,0.5427271317027769,0.5153100556075199,0.044487987732151985,0.2420780596990717,0.09028075207764395,0.006656598466058893,0.13197541154407166,0.18519395290419732,0.3225253477187053,0.37674756489896377,0.642078305836001,0.3120290224032586,0.37044985184520074,0.4742065003318717,0.3971507096386318,0.16898674198860966,0.3299784796643697,0.46435486994126385,0.18736511385491758,0.6276328851186715,0.4712883477547112,0.54609425435765,0.0022988589794837298,0.2808371302019215,0.35349802459271096,0.45764979324883115,0.16198200252762812,0.6701915867311322,0.011259577142733292
0.007720017711702053,0.14230909427346253,0.028752924937103748,0.4976374208211104,0.0009042376288405054,0.18773360759162172,0.006133180834298873,0.09895165786059268,0.002683018723569496,0.3553081264446488,0.1699341342844873,0.2671405434587007,0.27191247940653335,0.41143473319827817,0.18718316132228593,0.46903569836425363,0.1449911123432429,0.43359214579055444,0.5762054442414295,0.2731444533120511,0.25458148478886566,0.23301768361669484,0.11033337453963621,0.38654457202578435,0.29788176826301516,0.0099779033614267,0.18261975625517662,0.220722206455011,0.5366361865368453,0.10965791351020825,0.24893531013813405,0.23361671980162946,0.22961243650060115,0.2720182139966738,0.16502425057695394,0.1584663966415108,0.45161644278635693,0.23117320758432805,0.0859711741016539,0.6150171651741189,0.3348473899728158,0.1965415462405577,0.16246915499251946,0.5458243309422983,0.0695009642032548,0.2510497405777061,0.26237073157965896,0.15603813019319976,0.23852244074634388,0.10695002253280009,0.21733598031658197,0.17615247296020164,0.05123651279612401,0.26653648726073687,0.3696889104834482,0.33124540916951517,0.07651359581624013,0.3631358244734133,0.16425997935376468,0.2202177562576584,0.18597440481791666,0.5653177762168631,0.20399422567661876,0.2210959943628381,0.1715351773463728,0.23557573891625616,0.3840768426975324,0.26333770078128793,0.12309614855914623,0.23228716605220623,0.1635435435435435,0.4076322457210818,0.39543011028996083,0.09155733515079229,0.13664502246419513,0.06285388710976639,0.02046152954918083,0.5158366326317982,0.09253450645413715,0.1423859352658261,0.5872411083601429,0.19579413937453832,0.6459266802443991,0.2937954565861543,0.18425949098506034,0.17658299873317157,0.09331211070117491,0.2009542855900702,0.3076066610727425,0.09924683981031523,0.44649399873657614,0.48987653476521076,0.2616204002582311,0.0017727903492608227,0.09434848273323773,0.3243663159763839,0.1497662225345261,0.007007991485884243,0.3887323215347622,0.03286842875256023
0.0012691711189502842,0.3330059540938805,0.0023042021592450048,0.49475089927311644,0.00039156917506904214,0.3107479728217655,0.07564070084979715,0.039828121222884934,0.01991034830704027,0.15301927273816682,0.11908282138214071,0.33610853014950803,0.2891069698224885,0.11231278538149202,0.4852529788465612,0.5659716744967594,0.3877265174699984,0.38687114989733057,0.3646217212226317,0.16042876406968104,0.5010940062687449,0.2527825072344081,0.20551526926763958,0.35593440277203,0.3841604689418687,0.1073927921938247,0.16154693316586116,0.12140667387696971,0.4471632565327013,0.0847870027516391,0.34209312106228085,0.1025304811856524,0.15534275197650205,0.1612623509218168,0.16868343432598204,0.253210139485639,0.49105441273287986,0.4044847317804352,0.048459482488252874,0.648313403533821,0.42683616235799576,0.39639672809165266,0.3873316882662677,0.131789243223,0.12776345874813966,0.19875088271236896,0.25584570224755854,0.026405668552785845,0.19304084720121029,0.051502328389344106,0.3153623586310309,0.22557826506162118,0.005560220551080462,0.22227354045110675,0.2901712079172474,0.20747372743624892,0.36069492326187325,0.4077013947897453,0.14864065349823125,0.1722509217124689,0.2381434082996142,0.6002822654075287,0.1176709591686504,0.208797224781831,0.032029995621077216,0.22230603448275865,0.19279800659111007,0.3731838695588877,0.09978255979605608,0.3462598903478656,0.19798369798369797,0.276487925952738,0.06985373474904666,0.06707275515420003,0.3686939408848351,0.050720053439163824,0.0011437871074041694,0.19879141487809956,0.3368053500621412,0.10508741713245809,0.45553068153177867,0.5553804481654766,0.5966395112016293,0.33083415641555175,0.274604746308608,0.3665321108796942,0.28812483323979426,0.14679477425385298,0.09626928290195572,0.16802959787412095,0.6439851998917066,0.247648688395636,0.2693511943189154,0.00023805113305839647,0.12473189242699226,0.06242508989212944,0.12209129482986945,0.0030502579891102935,0.24541717299687155,0.03235186810725677
0.02928834551276735,0.44720963348996795,0.12427021382977124,0.31022641499000503,0.0008277714482627816,0.3286157098575856,0.1675334771394261,0.4781387363653854,0.04357302524119923,0.2527775281209599,0.1793610300072356,0.32868454201907504,0.45312186646624547,0.09850305811730807,0.22431052400675924,0.5861647405781695,0.269695536602469,0.5482000770020534,0.1870257966616085,0.30982653126748677,0.4957822945313918,0.32079369261459373,0.2502233303866939,0.39668015739967877,0.5738253284214915,0.00294960793132443,0.18688392540206972,0.2797137356273347,0.38672971832022346,0.02828498148588511,0.4430253116489117,0.09205775141978904,0.20254020759931157,0.4345078752412376,0.33512384454948224,0.19647100102182774,0.4257556682336364,0.291895972603639,0.23364076147443388,0.23323114717955715,0.40997016128635827,0.24112221792676863,0.25871723628732973,0.5296113847837987,0.13322043887100565,0.6177887156587888,0.30401577172865296,0.48249267592034517,0.2057690368129097,0.039385633993634116,0.06871244680514048,0.16546542819776044,0.02682393068394614,0.208633934731008,0.4215371632420821,0.3633161556747003,0.2828388195285786,0.32760633631081915,0.2597630987306238,0.3347098292605248,0.17740660581537596,0.6381929810869169,0.18028508331660312,0.4013171445606808,0.008169427820756093,0.29086360837438424,0.41348766176352386,0.2475760663852089,0.17960560845767415,0.47977562511224026,0.13205491205491204,0.7230880603960909,0.03162741933826023,0.19338047367524278,0.17499905385459635,0.11806518792117722,0.09222372960818895,0.6345176078349655,0.23964148796959356,0.1348791108800208,0.48341759202976986,0.3034129524747599,0.5346995926680244,0.16804345874113316,0.3124816382490234,0.2921542524638739,0.1666221972784734,0.0380301284698824,0.15689343574517525,0.12076255634019939,0.37613933760490925,0.389907315571668,0.3231601032924467,0.001811517666698082,0.08922112370388233,0.18373507346739473,0.16352260749709466,0.004432851563613558,0.605140005688135,0.02577384758209883
0.005328698527360962,0.057605749992418916,0.010296327112160884,0.2903719023117057,0.021943901649576974,0.3388204036739183,0.03186956613527956,0.08200600885047432,0.013991070197687,0.2970313115740133,0.26411093049294376,0.3276690917504306,0.3589626328149746,0.015086647464422079,0.18650757243397162,0.2528308357052227,0.13478253779292573,0.3225006416837782,0.36166811185779324,0.25227270642412236,0.4721197394308322,0.16980213035883107,0.16915265069261576,0.3648179452467963,0.27962164917402277,0.010702594888441308,0.1867701535464963,0.21417923995223814,0.48222896115816755,0.1515694534089751,0.18223243925245095,0.23645058448459083,0.16215771710250476,0.563402139788867,0.19064470745041898,0.13623548819973652,0.42650065258319003,0.2425135942406372,0.11013985528766228,0.3429570293225268,0.27925496615493517,0.3195326546516694,0.17559601297919059,0.37808313888168693,0.13480941599495705,0.47979381530485804,0.28174518364729945,0.6380960091637206,0.31587493696419566,0.2198861172442527,0.2802616711897697,0.28851202352199945,0.03673312427548079,0.2698864632905768,0.3048242529632139,0.5399047999120874,0.16416018411537148,0.2791651986487327,0.19509876326602227,0.2792019562436236,0.16945986637809357,0.3307578240849137,0.2180332884006845,0.4167651363217519,0.10301643920595535,0.2792949507389163,0.20801382525520457,0.20827874023390108,0.26965584464272324,0.6043649577976612,0.24461604461604464,0.469796783701329,0.21039377524694466,0.030286249787016523,0.13966728121063357,0.056531562506139596,0.002338768455186853,0.04632215044801,0.07628573119488667,0.10620044196022359,0.3256438006849417,0.21211524255109576,0.2417769857433808,0.29341833527880046,0.39639620034166456,0.3470573078822493,0.15370460672193137,0.16207638632263113,0.28107855160395023,0.08758239983556737,0.22669434166591462,0.5023085604842847,0.24225306649451253,7.312150844797161e-05,0.21623748302514184,0.17911839126381676,0.21092673170995377,0.05784087345705408,0.40967500064637896,0.09887620967304964
0.008536412498772933,0.18374391888421235,0.049954800187892015,0.19414345790904136,0.005032854857617077,0.3276519967050914,0.09544011742922395,0.18013971317359062,0.017514956985809182,0.20221510892334918,0.11203544473574298,0.16131887341944154,0.2188933225625676,0.04548568018283791,0.17721614006875994,0.20314804019066562,0.16966092819389403,0.26224332648870635,0.34576004149763095,0.13864885195072055,0.2763299736371172,0.18131297588235423,0.3028430016536945,0.16498207860163994,0.4009203910938115,0.27092317018322615,0.09505638533162218,0.04368114096653855,0.3049910728463484,0.34380201786866865,0.1596279404018668,0.12658405036965936,0.08057271651181268,0.394371270266184,0.12954929716521246,0.17431088184963128,0.2810901026807887,0.18430179761266532,0.02755196349718708,0.7259293865681199,0.3047972982937368,0.34266674030301364,0.12835409097091344,0.3916342580589404,0.02898950752899137,0.21772867007488778,0.2637490131765465,0.05589089895019025,0.28881492687846694,0.2133076733395877,0.15731950706976844,0.0838544003513026,0.07933485420444074,0.14835775171591264,0.4769080284877699,0.3187178641866061,0.2009551920441203,0.39234420012020477,0.12437520656436034,0.13528525853832327,0.11605344876258589,0.4683459507271259,0.14302444527298974,0.3465662095506532,0.033355075901328274,0.238138854679803,0.09054738365083194,0.14442665113796282,0.11015470745544974,0.34773882086982244,0.10882882882882883,0.21237913025492533,0.09920957148290147,0.05850230022150281,0.269018874249166,0.02636594039175622,0.16822157945009303,0.6878516357574495,0.07441820704530061,0.030888470037696607,0.33404990289247005,0.21056882541245997,0.3689918533604888,0.3984555984555985,0.20741433903137008,0.12179803748953258,0.0370138652485532,0.07506032215290306,0.3202413993416381,0.06310836404210651,0.2786752098186084,0.4134375320633401,0.263896061975468,0.001986738466571555,0.1309634104552435,0.06746348825853421,0.11842923164238803,0.0026131493676178528,0.324094423042118,0.005223403448313232
0.0091404142408068,0.1705243575723932,0.19382401947994163,0.20905024040521897,0.01134415301962387,0.38643564215007065,0.09392350956409866,0.1049989886581714,0.025336112648893197,0.24064996808233605,0.1571904223131631,0.232896181686639,0.2616565112840015,0.039167928569975315,0.2778922293932878,0.36529611467370804,0.23315739215675613,0.42433585728952766,0.2534645876560032,0.17183128308152387,0.3285932324594327,0.2193282129738897,0.34045347147551996,0.2724473405486543,0.396164940571349,0.557356225190168,0.1321846926794637,0.15900763729618747,0.4170781677840133,0.21042820260216732,0.22700045323326815,0.18500108555300354,0.15254912589153968,0.2145658612072109,0.1403016204075084,0.23472490674283175,0.29012809110754345,0.25391962712939964,0.04545505008312494,0.4880263724265361,0.2778736352598229,0.3132122015426815,0.15678395865311756,0.44344193817878036,0.05127621719004689,0.1724703683500573,0.2581966319333888,0.04369259555787447,0.3855168935955622,0.07135386699695878,0.20430521969608972,0.11841665632487852,0.03173022619861487,0.22226769407060087,0.3222455216151594,0.2543623734087531,0.21818794175293174,0.2641672366030411,0.16680199607476714,0.20310602257453322,0.18682600922179357,0.4326920575457217,0.1376659878968652,0.3473684210526316,0.05693739964968618,0.15732758620689657,0.1764247247005868,0.18312224001552874,0.07204518757341731,0.26668286447714523,0.2076104676104676,0.25726252650085324,0.0999393559395204,0.09550178906116884,0.20104238190753726,0.03929350281930882,0.007113304978909322,0.1312565117732861,0.18370124874238028,0.08858702716755493,0.4938251471438526,0.3480226545185915,0.40171843177189404,0.1501930501930502,0.1859895759659641,0.269125888390269,0.1636504154054228,0.15077277568854203,0.3199832182275867,0.0839120285408072,0.31713744246909126,0.3533807585758747,0.3159296320206584,0.0010006813841305744,0.21254426154607645,0.1700847871443157,0.18529228939758383,0.0068987143305111335,0.28223491997828165,0.013463087587734032
0.049846927675346056,0.5504006218348957,0.016774289094763944,0.40338378294685096,0.0018869449189725615,0.3992105551349626,0.031593254773977314,0.11472168366214275,0.016546515161248183,0.37881542833044113,0.14446827994203656,0.20978504772432638,0.22181342459745512,0.15782074869377263,0.08689741224433967,0.18379342272212887,0.09168329138649256,0.40135716119096515,0.3637313802607538,0.17012503325352485,0.35711922355795744,0.19082010623011508,0.1766420906056627,0.2979160675331599,0.37970911239313265,0.2387266078726608,0.14507276847882478,0.2088814569925877,0.3090576721236556,0.07392482250229304,0.19380826191166442,0.19690503125249964,0.13112669302774865,0.41137574372337493,0.1571690382455664,0.15557326997180743,0.5585707850633526,0.19431284806179497,0.09785290631999356,0.5454798374820211,0.27450633396746743,0.2876849346170603,0.16143936891600447,0.6120761674300694,0.03684860330402802,0.25803532540900764,0.2720623192641023,0.13207632035839262,0.32462934947049915,0.16530572333122648,0.1671189769691338,0.15714108426488982,0.02583746990458639,0.23390783765770612,0.3672019844263448,0.45479730941185315,0.10601134816796785,0.31331302287344653,0.18460019340544553,0.1420273895699395,0.11292933094946836,0.5145165066729103,0.2076318582040325,0.28924602959510004,0.02509898190045249,0.35776631773399015,0.32410577927819306,0.42570971029261895,0.19762065432006198,0.3643556616629517,0.18788502788502787,0.3665029215574746,0.299653609349464,0.1801669790424263,0.1829304556095609,0.03468437493860389,0.006486849142698557,0.5532194207126484,0.05101497307214299,0.08236383725464708,0.23827667491957125,0.20924895345973893,0.43954938900203655,0.21396246745083958,0.22487840440464402,0.11141648594679318,0.080937353366026,0.08109253744321022,0.2956980571871167,0.019790642021346887,0.3451493547513762,0.5363213516194124,0.35403486120077465,0.0014767836502473674,0.12046755422436004,0.2708749500599281,0.10833490986730088,0.007478358372055456,0.4392533029966129,0.022100126069695955
